Text,Case_Folding,Cleaning_Text,Normalisasi_Text,Formalisasi_Text,Remove_Text,Stemming_Text,Tokenize_Text,Processed_Text,Polarity Score,Labels
"Melalui ajakannya, Pak Arsjad Rasjid memberikan contoh bahwa pemimpin harus selalu terbuka terhadap partisipasi dan masukan dari masyarakat. Arsjad Rasjid Ketua TPN #arsjadrasjid  #Pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…","melalui ajakannya, pak arsjad rasjid memberikan contoh bahwa pemimpin harus selalu terbuka terhadap partisipasi dan masukan dari masyarakat. arsjad rasjid ketua tpn #arsjadrasjid  #pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…",melalui ajakannya pak arsjad rasjid memberikan contoh bahwa pemimpin harus selalu terbuka terhadap partisipasi dan masukan dari masyarakat arsjad rasjid ketua tpn    https  inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu ,melalui ajakannya pak arsjad rasjid memberikan contoh bahwa pemimpin harus selalu terbuka terhadap partisipasi dan masukan dari masyarakat arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,melalui ajakannya pak arsjad rasjid memberikan contoh bahwa pemimpin harus selalu terbuka terhadap partisipasi dan masukan dari masyarakat arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,ajakannya arsjad rasjid contoh pemimpin terbuka partisipasi masukan masyarakat arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal penghitungan suara pemilu,aja arsjad rasjid contoh pimpin buka partisipasi masuk masyarakat arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,"['aja', 'arsjad', 'rasjid', 'contoh', 'pimpin', 'buka', 'partisipasi', 'masuk', 'masyarakat', 'arsjad', 'rasjid', 'ketua', 'tpn', 'https', 'inklusifkolaboratif', 'id', 'arsjad', 'rasjid', 'kawal', 'hitung', 'suara', 'pemilu']",aja arsjad rasjid contoh pimpin buka partisipasi masuk masyarakat arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,8,Positive
PEMUDA dn MAHASISWA PAPUA kota bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'kota', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,-1,Negative
PEMUDA n MAHASISWA PAPUA bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
"Dalam konteks Indonesia, pemilu presiden 2024 menandai momen penting. Gerakan perubahan yang dipimpin oleh pak 
@aniesbaswedan
 bertujuan untuk mencerdaskan bangsa, membutuhkan dukungan dan kesabaran.","dalam konteks indonesia, pemilu presiden 2024 menandai momen penting. gerakan perubahan yang dipimpin oleh pak 
@aniesbaswedan
 bertujuan untuk mencerdaskan bangsa, membutuhkan dukungan dan kesabaran.",dalam konteks indonesia pemilu presiden menandai momen penting gerakan perubahan yang dipimpin oleh pak   bertujuan untuk mencerdaskan bangsa membutuhkan dukungan dan kesabaran ,dalam konteks indonesia pemilu presiden menandai momen penting gerakan perubahan yang dipimpin oleh pak bertujuan untuk mencerdaskan bangsa membutuhkan dukungan dan kesabaran,dalam konteks indonesia pemilu presiden menandai momen penting gerakan perubahan yang dipimpin oleh pak bertujuan untuk mencerdaskan bangsa membutuhkan dukungan dan kesabaran,konteks indonesia pemilu presiden menandai momen gerakan perubahan dipimpin bertujuan mencerdaskan bangsa membutuhkan dukungan kesabaran,konteks indonesia pemilu presiden tanda momen gera ubah pimpin tuju cerdas bangsa butuh dukung sabar,"['konteks', 'indonesia', 'pemilu', 'presiden', 'tanda', 'momen', 'gera', 'ubah', 'pimpin', 'tuju', 'cerdas', 'bangsa', 'butuh', 'dukung', 'sabar']",konteks indonesia pemilu presiden tanda momen gera ubah pimpin tuju cerdas bangsa butuh dukung sabar,8,Positive
PEMUDA & MAHASISWA PAPUA bdg GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda & mahasiswa papua bdg gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda  mahasiswa papua bdg gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung  gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
"Bupati Way Kanan Raden Adipati Surya mengucapkan terimakasih, kepada semua penyelenggara Pemilu, aparat keamanan dan seluruh masyarakat Kabupaten Way Kanan. yang telah berpartisipasi pada Pemilu 14 Februari 2024, sehingga pelaksanaan Pemilu 2024 terselenggara dengan baik dan aman","bupati way kanan raden adipati surya mengucapkan terimakasih, kepada semua penyelenggara pemilu, aparat keamanan dan seluruh masyarakat kabupaten way kanan. yang telah berpartisipasi pada pemilu 14 februari 2024, sehingga pelaksanaan pemilu 2024 terselenggara dengan baik dan aman",bupati way kanan raden adipati surya mengucapkan terimakasih kepada semua penyelenggara pemilu aparat keamanan dan seluruh masyarakat kabupaten way kanan yang telah berpartisipasi pada pemilu februari  sehingga pelaksanaan pemilu terselenggara dengan baik dan aman,bupati way kanan raden adipati surya mengucapkan terimakasih kepada semua penyelenggara pemilu aparat keamanan dan seluruh masyarakat kabupaten way kanan yang telah berpartisipasi pada pemilu februari sehingga pelaksanaan pemilu terselenggara dengan baik dan aman,bupati way kanan raden adipati surya mengucapkan terimakasih kepada semua penyelenggara pemilu aparat keamanan dan seluruh masyarakat kabupaten way kanan yang telah berpartisipasi pada pemilu februari sehingga pelaksanaan pemilu terselenggara dengan baik dan aman,bupati kanan raden adipati surya terimakasih penyelenggara pemilu aparat keamanan masyarakat kabupaten kanan berpartisipasi pemilu februari pelaksanaan pemilu terselenggara aman,bupati kanan raden adipati surya terimakasih selenggara pemilu aparat aman masyarakat kabupaten kanan partisipasi pemilu februari laksana pemilu selenggara aman,"['bupati', 'kanan', 'raden', 'adipati', 'surya', 'terimakasih', 'selenggara', 'pemilu', 'aparat', 'aman', 'masyarakat', 'kabupaten', 'kanan', 'partisipasi', 'pemilu', 'februari', 'laksana', 'pemilu', 'selenggara', 'aman']",bupati kanan raden adipati surya terimakasih selenggara pemilu aparat aman masyarakat kabupaten kanan partisipasi pemilu februari laksana pemilu selenggara aman,11,Positive
PEMUDA DAN MAHASISWA PAPUA BANDUNG GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
PEMUDA dn MAHASISWA PAPUA kota bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'kota', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,-1,Negative
Polresta Pontianak Jaga Ketat Proses Hitung Suara Pemilu 2024 Ditingkat Kecamatan,polresta pontianak jaga ketat proses hitung suara pemilu 2024 ditingkat kecamatan,polresta pontianak jaga ketat proses hitung suara pemilu ditingkat kecamatan,polresta pontianak jaga ketat proses hitung suara pemilu ditingkat kecamatan,polresta pontianak jaga ketat proses hitung suara pemilu ditingkat kecamatan,polresta pontianak jaga ketat proses hitung suara pemilu ditingkat kecamatan,polresta pontianak jaga ketat proses hitung suara pemilu tingkat camat,"['polresta', 'pontianak', 'jaga', 'ketat', 'proses', 'hitung', 'suara', 'pemilu', 'tingkat', 'camat']",polresta pontianak jaga ketat proses hitung suara pemilu tingkat camat,4,Positive
PEMUDA n MAHASISWA PAPUA bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
"gapapa pak, kalah terhormat 
semoga tuhan udah siapin masa depan yang lebih kerenn, amin 

#ganjarmahfud #ganjarmahfud2024 #tpnganjarmahfud #Pemilu2024 #explore #explorepage #fyp #fypシ","gapapa pak, kalah terhormat 
semoga tuhan udah siapin masa depan yang lebih kerenn, amin 

#ganjarmahfud #ganjarmahfud2024 #tpnganjarmahfud #pemilu2024 #explore #explorepage #fyp #fypシ",gapapa pak kalah terhormat semoga tuhan udah siapin masa depan yang lebih kerenn amin          ,tidak apa-apa pak kalah terhormat semoga tuhan sudah siapin masa depan yang lebih kerenn amin,tidak apa-apa pak kalah terhormat semoga tuhan sudah siapin masa depan yang lebih kerenn amin,apa-apa kalah terhormat semoga tuhan siapin kerenn amin,apa kalah hormat moga tuhan siapin kerenn amin,"['apa', 'kalah', 'hormat', 'moga', 'tuhan', 'siapin', 'kerenn', 'amin']",apa kalah hormat moga tuhan siapin kerenn amin,0,Neutral
PEMUDA DAN MAHASISWA PAPUA BANDUNG GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
Sikap proaktif Pak Arsjad Rasjid dalam mengajak rakyat Indonesia untuk berpartisipasi dalam pengawasan pemilu mencerminkan komitmen yang kuat terhadap demokrasi. Arsjad Rasjid Ketua TPN #arsjadrasjid  #Pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…,sikap proaktif pak arsjad rasjid dalam mengajak rakyat indonesia untuk berpartisipasi dalam pengawasan pemilu mencerminkan komitmen yang kuat terhadap demokrasi. arsjad rasjid ketua tpn #arsjadrasjid  #pemilu2024 #inklusifkolaboratif https://inklusifkolaboratif.id/arsjad-rasjid-kawal-terus-penghitungan-suara-pemilu/…,sikap proaktif pak arsjad rasjid dalam mengajak rakyat indonesia untuk berpartisipasi dalam pengawasan pemilu mencerminkan komitmen yang kuat terhadap demokrasi arsjad rasjid ketua tpn    https  inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu ,sikap proaktif pak arsjad rasjid dalam mengajak rakyat indonesia untuk berpartisipasi dalam pengawasan pemilu mencerminkan komitmen yang kuat terhadap demokrasi arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,sikap proaktif pak arsjad rasjid dalam mengajak rakyat indonesia untuk berpartisipasi dalam pengawasan pemilu mencerminkan komitmen yang kuat terhadap demokrasi arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal terus penghitungan suara pemilu,sikap proaktif arsjad rasjid mengajak rakyat indonesia berpartisipasi pengawasan pemilu mencerminkan komitmen kuat demokrasi arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal penghitungan suara pemilu,sikap proaktif arsjad rasjid ajak rakyat indonesia partisipasi awas pemilu cermin komitmen kuat demokrasi arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,"['sikap', 'proaktif', 'arsjad', 'rasjid', 'ajak', 'rakyat', 'indonesia', 'partisipasi', 'awas', 'pemilu', 'cermin', 'komitmen', 'kuat', 'demokrasi', 'arsjad', 'rasjid', 'ketua', 'tpn', 'https', 'inklusifkolaboratif', 'id', 'arsjad', 'rasjid', 'kawal', 'hitung', 'suara', 'pemilu']",sikap proaktif arsjad rasjid ajak rakyat indonesia partisipasi awas pemilu cermin komitmen kuat demokrasi arsjad rasjid ketua tpn https inklusifkolaboratif id arsjad rasjid kawal hitung suara pemilu,19,Positive
PEMUDA dn MAHASISWA PAPUA kota bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dn mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'kota', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua kota bandung gelar deklarasi pemilu damai sirekap quick count,-1,Negative
PEMUDA n MAHASISWA PAPUA bandung GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda n mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
PEMUDA & MAHASISWA PAPUA bdg GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda & mahasiswa papua bdg gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda  mahasiswa papua bdg gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung  gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
PEMUDA DAN MAHASISWA PAPUA BANDUNG GELAR DEKLARASI PEMILU 2024 DAMAI Sirekap Quick Count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu 2024 damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda dan mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,"['pemuda', 'mahasiswa', 'papua', 'bandung', 'gelar', 'deklarasi', 'pemilu', 'damai', 'sirekap', 'quick', 'count']",pemuda mahasiswa papua bandung gelar deklarasi pemilu damai sirekap quick count,0,Neutral
"Semua akan indah pada waktunya, percayalah! Tetap semangat mendukung Pak Ganjar 
@zorospeedd
 RIP Demokrasi Bawaslu #Pemilu2024 KPPS PDIP #DemokrasiSukses","semua akan indah pada waktunya, percayalah! tetap semangat mendukung pak ganjar 
@zorospeedd
 rip demokrasi bawaslu #pemilu2024 kpps pdip #demokrasisukses",semua akan indah pada waktunya percayalah tetap semangat mendukung pak ganjar   rip demokrasi bawaslu  kpps pdip ,semua akan indah pada waktunya percayalah tetap semangat mendukung pak ganjar rip demokrasi bawaslu kpps pdip,semua akan indah pada waktunya percayalah tetap semangat mendukung pak ganjar rip demokrasi bawaslu kpps pdip,indah percayalah semangat mendukung ganjar rip demokrasi bawaslu kpps pdip,indah percaya semangat dukung ganjar rip demokrasi bawaslu kpps pdip,"['indah', 'percaya', 'semangat', 'dukung', 'ganjar', 'rip', 'demokrasi', 'bawaslu', 'kpps', 'pdip']",indah percaya semangat dukung ganjar rip demokrasi bawaslu kpps pdip,13,Positive
